"[((0, 0.1), -1.4712253623679699)
 ((0.025845693975249173, -0.1587121955048462), -2.161168900505743)
 ((-0.20795594582096413, -0.507620196600553), -0.4732241915077564)
 ((0.07687716282050319, -0.6534629208676144), inf)]","[((0.0, 0.0), -1.471225362367969)
 ((0.025845693975249405, -0.2587121955048462), -2.161168900505743)
 ((-0.20795594582096388, -0.607620196600553), -0.4732241915077573)
 ((0.07687716282050328, -0.7534629208676147), inf)]","[((-0.5, 0.1), -0.5630284415273463)
 ((-0.15328654964049626, -0.11883734448171296), -2.136231533699883)
 ((-0.37831555079625, -0.47346665607177846), -1.7320598445721127)
 ((-0.40561167871254017, -0.641260939051794), inf)]","[((-0.5, 0), -0.5630284415273454)
 ((-0.15328654964049604, -0.21883734448171266), -2.136231533699883)
 ((-0.3783155507962498, -0.5734666560717782), -1.7320598445721127)
 ((-0.40561167871253995, -0.7412609390517937), inf)]"
"[((0, 0.1), -1.4876951818995163)
 ((0.021581438128673625, -0.1591027624868138), -2.232846052653125)
 ((-0.23660719062986946, -0.49037098006855406), -0.5350556227514627)
 ((0.03866969550854982, -0.6535354245959564), inf)]","[((0.0, 0.0), -1.4876951818995163)
 ((0.021581438128673625, -0.2591027624868138), -2.232846052653125)
 ((-0.23660719062986946, -0.590370980068554), -0.5350556227514636)
 ((0.038669695508549706, -0.7535354245959566), inf)]","[((-0.5, 0.1), -0.5958692465290589)
 ((-0.1606590040460079, -0.130103647222187), -2.189546973982411)
 ((-0.40426651616568954, -0.4722372176867925), -1.787165683301017)
 ((-0.44076297582790996, -0.638273383723364), inf)]","[((-0.5, 0), -0.5958692465290572)
 ((-0.16065900404600747, -0.23010364722218643), -2.189546973982411)
 ((-0.4042665161656891, -0.5722372176867919), -1.787165683301017)
 ((-0.4407629758279095, -0.7382733837233634), inf)]"
"[((0, 0.1), -1.503359989691747)
 ((0.017520161309791674, -0.1594090282694087), -2.301434605017482)
 ((-0.26276479233404093, -0.47220344120044966), -0.6045047436358182)
 ((0.0005259851980065622, -0.6540769314802864), inf)]","[((0.0, 0.0), -1.503359989691747)
 ((0.017520161309791674, -0.2594090282694087), -2.301434605017482)
 ((-0.26276479233404093, -0.5722034412004497), -0.6045047436358191)
 ((0.0005259851980063956, -0.7540769314802868), inf)]","[((-0.5, 0.1), -0.6331422968522133)
 ((-0.16946937569604037, -0.14258917205274158), -2.2410531632267077)
 ((-0.43036803351130376, -0.47172727429888706), -1.8404811235835452)
 ((-0.4756607322708484, -0.6355826112247167), inf)]","[((-0.5, 0), -0.6331422968522116)
 ((-0.16946937569603993, -0.242589172052741), -2.2410531632267077)
 ((-0.4303680335113033, -0.5717272742988865), -1.8404811235835452)
 ((-0.47566073227084793, -0.7355826112247161), inf)]"
"[((0, 0.1), -1.5181658353480847)
 ((0.013677611309276284, -0.15963998719163494), -2.3664030051693272)
 ((-0.2863234835781935, -0.4535776388566085), -0.6808077795545033)
 ((-0.03766283110740068, -0.6549923352240772), inf)]","[((0.0, 0.0), -1.5181658353480847)
 ((0.013677611309276284, -0.25963998719163495), -2.3664030051693272)
 ((-0.2863234835781935, -0.5535776388566085), -0.6808077795545033)
 ((-0.03766283110740068, -0.7549923352240772), inf)]","[((-0.5, 0.1), -0.6745645246793108)
 ((-0.17979860817258914, -0.15606848433922685), -2.29070068365656)
 ((-0.4567099690090483, -0.4718533766942923), -1.8919873128278417)
 ((-0.5103784357829139, -0.6331595937912861), inf)]","[((-0.5, 0), -0.674564524679309)
 ((-0.17979860817258864, -0.2560684843392263), -2.29070068365656)
 ((-0.4567099690090478, -0.5718533766942917), -1.8919873128278417)
 ((-0.5103784357829134, -0.7331595937912855), inf)]"
"[((0, 0.1), -1.5320079851822381)
 ((0.010082440144014292, -0.15980443491353716), -2.427186336883585)
 ((-0.3072201414909383, -0.4349754211889696), -0.7631936410814699)
 ((-0.07597785341752922, -0.6561699152582716), inf)]","[((0.0, 0.0), -1.5320079851822372)
 ((0.010082440144014522, -0.25980443491353716), -2.427186336883585)
 ((-0.307220141490938, -0.5349754211889697), -0.7631936410814708)
 ((-0.07597785341752916, -0.7561699152582719), inf)]","[((-0.5, 0.1), -0.7197827775706349)
 ((-0.1917009327374093, -0.1702807524131464), -2.338405639420868)
 ((-0.483356052135918, -0.4725013528503794), -1.941634833257694)
 ((-0.5449635535690026, -0.6309453990218039), inf)]","[((-0.5, 0), -0.7197827775706331)
 ((-0.1917009327374088, -0.27028075241314586), -2.338405639420868)
 ((-0.4833560521359175, -0.5725013528503788), -1.941634833257694)
 ((-0.5449635535690021, -0.7309453990218033), inf)]"
"[((0, 0.1), -1.544746887096066)
 ((0.006772088367989923, -0.15991179045810164), -2.4832307359890677)
 ((-0.32544602460299515, -0.41687701264584787), -0.8509075068117822)
 ((-0.11446967832374422, -0.6574783038116635), inf)]","[((0.0, 0.0), -1.544746887096065)
 ((0.006772088367990154, -0.25991179045810164), -2.4832307359890677)
 ((-0.32544602460299493, -0.516877012645848), -0.8509075068117831)
 ((-0.11446967832374422, -0.7574783038116638), inf)]","[((-0.5, 0.1), -0.7684073018164437)
 ((-0.20520241831487324, -0.18494628587262021), -2.3840553343134223)
 ((-0.5103451882463165, -0.4735426994999664), -1.9893397890220021)
 ((-0.5794383005655283, -0.6288686208075344), inf)]","[((-0.5, 0), -0.7684073018164419)
 ((-0.20520241831487274, -0.28494628587261966), -2.3840553343134223)
 ((-0.5103451882463159, -0.5735426994999658), -1.9893397890220021)
 ((-0.5794383005655277, -0.7288686208075338), inf)]"
"[((0, 0.1), -1.556225325977934)
 ((0.0037883261566022224, -0.15997239965990853), -2.534022016342173)
 ((-0.3410473401149865, -0.3997397103322132), -0.9432424157275383)
 ((-0.1531540632385512, -0.658768891129735), inf)]","[((0.0, 0.0), -1.556225325977934)
 ((0.0037883261566022224, -0.25997239965990854), -2.534022016342173)
 ((-0.3410473401149865, -0.4997397103322132), -0.9432424157275392)
 ((-0.15315406323855146, -0.7587688911297352), inf)]","[((-0.5, 0.1), -0.8200360988083393)
 ((-0.2203001265265268, -0.19977988721547532), -2.4275185218863085)
 ((-0.5376940983279495, -0.47484545515177246), -2.0349894839145564)
 ((-0.6138033502674032, -0.6268565789855787), inf)]","[((-0.5, 0), -0.8200360988083375)
 ((-0.2203001265265263, -0.29977988721547477), -2.4275185218863085)
 ((-0.537694098327949, -0.5748454551517719), -2.0349894839145564)
 ((-0.6138033502674027, -0.7268565789855781), inf)]"
"[((0, 0.1), -1.5662864369791887)
 ((0.001172567377245907, -0.15999735592068207), -2.579102333844685)
 ((-0.354117890535598, -0.38398103951411183), -1.039566886798866)
 ((-0.19200789744873303, -0.6598802061336879), inf)]","[((0.0, 0.0), -1.5662864369791887)
 ((0.001172567377245907, -0.25999735592068207), -2.579102333844685)
 ((-0.354117890535598, -0.48398103951411187), -1.039566886798866)
 ((-0.19200789744873303, -0.759880206133688), inf)]","[((-0.5, 0.1), -0.8742718447430127)
 ((-0.2369622126023876, -0.21450138696191537), -2.468656807578819)
 ((-0.565400184554559, -0.4762808716048963), -2.0784526714874425)
 ((-0.6480423688317347, -0.6248415305220448), inf)]","[((-0.5, 0), -0.8742718447430109)
 ((-0.23696221260238703, -0.31450138696191493), -2.468656807578819)
 ((-0.5654001845545584, -0.5762808716048959), -2.0784526714874425)
 ((-0.648042368831734, -0.7248415305220445), inf)]"
"[((0, 0.1), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.16), -2.6180782803889793)
 ((-0.36374839279734916, -0.369969299511489), -1.139341759074556)
 ((-0.22992678857314539, -0.6606439943902496), inf)]","[((0.0, 0.0), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.26), -2.6180782803889793)
 ((-0.36374839279734916, -0.469969299511489), -1.139341759074556)
 ((-0.22992678857314539, -0.7606439943902497), inf)]","[((-0.5, 0.1), -0.9307332527671672)
 ((-0.2551291270503502, -0.22884381639446474), -2.5073352486996665)
 ((-0.593444152424711, -0.4777272099866157), -2.119590957179953)
 ((-0.6821262236181528, -0.6227633787475194), inf)]","[((-0.5, 0), -0.9307332527671655)
 ((-0.25512912705034957, -0.3288438163944643), -2.5073352486996665)
 ((-0.5934441524247105, -0.5777272099866153), -2.119590957179953)
 ((-0.6821262236181522, -0.722763378747519), inf)]"
"[((0, 0.1), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.16), -2.6509604582899025)
 ((-0.370454765030303, -0.3578971123244171), -1.2454607684515135)
 ((-0.26817420183609314, -0.6611110407523098), inf)]","[((0.0, 0.0), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.26), -2.6509604582899025)
 ((-0.370454765030303, -0.4578971123244171), -1.2454607684515144)
 ((-0.2681742018360934, -0.7611110407523098), inf)]","[((-0.5, 0.1), -0.9890624209352197)
 ((-0.27471588149931525, -0.2425595801482852), -2.543431234599634)
 ((-0.6217922728169418, -0.479071691021986), -2.1582693983008006)
 ((-0.7160163914183182, -0.6205701555853648), inf)]","[((-0.5, 0), -0.989062420935217)
 ((-0.27471588149931436, -0.3425595801482846), -2.543431234599635)
 ((-0.6217922728169412, -0.5790716910219851), -2.1582693983008006)
 ((-0.7160163914183175, -0.7205701555853639), inf)]"
"[((0, 0.1), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.16), -2.677188364295951)
 ((-0.37551718564871533, -0.34811391039066797), -1.3566404168699915)
 ((-0.30750992282727085, -0.6608038721795539), inf)]","[((0.0, 0.0), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.26), -2.6771883642959518)
 ((-0.3755171856487155, -0.4481139103906676), -1.3566404168699915)
 ((-0.307509922827271, -0.7608038721795536), inf)]","[((-0.5, 0.1), -1.048929245043385)
 ((-0.29561518031966705, -0.25542488022680365), -2.5768413588234145)
 ((-0.6503983090267528, -0.48021129348350267), -2.194365384200768)
 ((-0.7496674685764013, -0.618217213509806), inf)]","[((-0.5, 0), -1.0489292450433831)
 ((-0.29561518031966644, -0.35542488022680335), -2.5768413588234145)
 ((-0.6503983090267522, -0.5802112934835024), -2.194365384200769)
 ((-0.7496674685764009, -0.7182172135098056), inf)]"
"[((0, 0.1), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.16), -2.696170332523562)
 ((-0.37902009326074354, -0.3409523940284219), -1.4685957546267208)
 ((-0.34637281273897547, -0.6592826550381679), inf)]","[((0.0, 0.0), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.26), -2.696170332523562)
 ((-0.37902009326074354, -0.4409523940284219), -1.4685957546267208)
 ((-0.34637281273897547, -0.7592826550381679), inf)]","[((-0.5, 0.1), -1.1100335848795586)
 ((-0.3177011118310329, -0.2672425838221357), -2.607486341414652)
 ((-0.6792051600810886, -0.481052834041393), -2.2277755084245485)
 ((-0.7830288580495726, -0.6156657596471795), inf)]","[((-0.5, 0), -1.1100335848795577)
 ((-0.31770111183103256, -0.3672425838221356), -2.607486341414652)
 ((-0.6792051600810882, -0.5810528340413929), -2.2277755084245485)
 ((-0.7830288580495722, -0.7156657596471794), inf)]"
"[((0, 0.1), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.16), -2.7670133538702855)
 ((-0.3908778848179018, -0.3136700333841411), -1.2991069075054824)
 ((-0.3050029189256805, -0.6219320813774187), inf)]","[((0.0, 0.0), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.26), -2.7670133538702855)
 ((-0.3908778848179018, -0.41367003338414116), -1.2991069075054833)
 ((-0.30500291892568077, -0.7219320813774189), inf)]","[((-0.5, 0.1), -1.1136619998928738)
 ((-0.3190348174290354, -0.26790162094921166), -2.6324820169775682)
 ((-0.6857697157780879, -0.4726099850502179), -2.258420491015786)
 ((-0.7936692314853614, -0.6039785296495086), inf)]","[((-0.5, 0), -1.1136619998928738)
 ((-0.3190348174290354, -0.3679016209492117), -2.6324820169775682)
 ((-0.6857697157780879, -0.572609985050218), -2.258420491015786)
 ((-0.7936692314853614, -0.7039785296495087), inf)]"
"[((0, 0.1), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.16), -2.864721160456372)
 ((-0.40400443198786445, -0.2748060056537243), -1.0949418819023)
 ((-0.2574130298231948, -0.5592545261480242), inf)]","[((0.0, 0.0), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.26), -2.864721160456372)
 ((-0.40400443198786445, -0.37480600565372435), -1.094941881902301)
 ((-0.2574130298231951, -0.6592545261480243), inf)]","[((-0.5, 0.1), -1.0727141047474618)
 ((-0.3041259236990861, -0.2601851554870963), -2.6696857475302354)
 ((-0.6782212072680514, -0.4511111066080882), -2.2834161665787023)
 ((-0.7893703213982717, -0.5797418744207202), inf)]","[((-0.5, 0), -1.0727141047474618)
 ((-0.3041259236990861, -0.36018515548709634), -2.6696857475302354)
 ((-0.6782212072680514, -0.5511111066080883), -2.2834161665787023)
 ((-0.7893703213982717, -0.6797418744207203), inf)]"
"[((0, 0.1), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.16), -2.9492196006840308)
 ((-0.4122523853154638, -0.24029925779053224), -0.916549314323631)
 ((-0.2175125723578197, -0.49422130340536613), inf)]","[((0.0, 0.0), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.26), -2.9492196006840317)
 ((-0.4122523853154639, -0.3402992577905319), -0.916549314323631)
 ((-0.21751257235781976, -0.5942213034053658), inf)]","[((-0.5, 0.1), -0.9957757635788651)
 ((-0.27702066070487974, -0.2440642588928871), -2.732931890782468)
 ((-0.6624352704139485, -0.4109641648928793), -2.2693058697209647)
 ((-0.7717583617159376, -0.5411504226475938), inf)]","[((-0.5, 0), -0.9957757635788651)
 ((-0.27702066070487974, -0.3440642588928871), -2.732931890782468)
 ((-0.6624352704139485, -0.5109641648928793), -2.2693058697209656)
 ((-0.7717583617159377, -0.6411504226475937), inf)]"
"[((0, 0.1), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.16), -3.0013381538049506)
 ((-0.4158757891899042, -0.21871395034976227), -0.7642317854355936)
 ((-0.18486325750037746, -0.44014838805626577), inf)]","[((0.0, 0.0), -1.5707963267948966)
 ((1.5920408388915593e-17, -0.26), -3.0013381538049497)
 ((-0.41587578918990414, -0.31871395034976263), -0.7642317854355944)
 ((-0.1848632575003776, -0.5401483880562664), inf)]","[((-0.5, 0.1), -0.9161774789677493)
 ((-0.25036865986958456, -0.22524482167237161), -2.8704903557158623)
 ((-0.6550287031017407, -0.3377181492276171), -2.0249833183523034)
 ((-0.7296131218259435, -0.4904832122609324), inf)]","[((-0.5, 0), -0.9161774789677493)
 ((-0.25036865986958456, -0.3252448216723716), -2.870490355715863)
 ((-0.6550287031017408, -0.43771814922761676), -2.0249833183523016)
 ((-0.7296131218259434, -0.5904832122609321), inf)]"
"[((0, 0.1), -1.5386896942675952)
 ((0.008346290342074729, -0.15986600285055716), -2.8408171758801704)
 ((-0.3927986633340882, -0.2842956060008891), -0.8251674505845834)
 ((-0.17569979752429402, -0.519387252947566), inf)]","[((0.0, 0.0), -1.538689694267596)
 ((0.008346290342074498, -0.25986600285055717), -2.8408171758801704)
 ((-0.3927986633340884, -0.3842956060008891), -0.8251674505845825)
 ((-0.17569979752429402, -0.6193872529475657), inf)]","[((-0.5, 0.1), -0.9154427142408226)
 ((-0.25012974885388894, -0.22506131358895873), -2.8849072928802855)
 ((-0.6563692036334432, -0.3316891963420664), -1.5001554466422515)
 ((-0.6443702392269917, -0.5012652113122641), inf)]","[((-0.5, 0), -0.9154427142408226)
 ((-0.25012974885388894, -0.32506131358895873), -2.8849072928802864)
 ((-0.6563692036334433, -0.43168919634206604), -1.5001554466422489)
 ((-0.6443702392269913, -0.6012652113122637), inf)]"
"[((0, 0.1), -1.5103721374041355)
 ((0.015700731059202295, -0.15952550364888343), -2.7002882321781296)
 ((-0.36406129036068396, -0.3389156011656691), -0.7694724959265304)
 ((-0.13421239951752587, -0.5615576622820942), inf)]","[((0.0, 0.0), -1.5103721374041363)
 ((0.015700731059202066, -0.25952550364888344), -2.7002882321781296)
 ((-0.3640612903606842, -0.4389156011656691), -0.7694724959265304)
 ((-0.1342123995175261, -0.6615576622820942), inf)]","[((-0.5, 0.1), -0.9140506960105874)
 ((-0.24967749981415904, -0.22471317481849987), -2.783303529896921)
 ((-0.6430067233571465, -0.3719956310278889), -1.3436826841553984)
 ((-0.6047284644908849, -0.5376300927143612), inf)]","[((-0.5, 0), -0.9140506960105874)
 ((-0.24967749981415904, -0.3247131748184999), -2.783303529896922)
 ((-0.6430067233571466, -0.47199563102788855), -1.3436826841553966)
 ((-0.6047284644908847, -0.6376300927143608), inf)]"
"[((0, 0.1), -1.483127572473732)
 ((0.022764689106707165, -0.15900148441635417), -2.5698293210103222)
 ((-0.33043351961510886, -0.3862701037981344), -0.7449160722350285)
 ((-0.09518718347075433, -0.6032013402087937), inf)]","[((0.0, 0.0), -1.483127572473733)
 ((0.022764689106706933, -0.25900148441635423), -2.569829321010322)
 ((-0.3304335196151089, -0.4862701037981346), -0.7449160722350285)
 ((-0.09518718347075439, -0.7032013402087939), inf)]","[((-0.5, 0.1), -0.9126274374980294)
 ((-0.24921560271468102, -0.22435657242953969), -2.6547426427518337)
 ((-0.6204161996841795, -0.42085114438888904), -1.2543242970186954)
 ((-0.5675095246259227, -0.5824088236687055), inf)]","[((-0.5, 0), -0.9126274374980285)
 ((-0.24921560271468074, -0.3243565724295395), -2.654742642751834)
 ((-0.6204161996841794, -0.5208511443888887), -1.2543242970186945)
 ((-0.5675095246259225, -0.6824088236687051), inf)]"
"[((0, 0.1), -1.4562798830506534)
 ((0.02970924131098977, -0.15829704020899152), -2.4476599300634323)
 ((-0.2931601863554238, -0.42691448692152834), -0.7431633666123405)
 ((-0.05753399514351948, -0.6434330727634165), inf)]","[((0.0, 0.0), -1.4562798830506543)
 ((0.029709241310989544, -0.2582970402089915), -2.447659930063432)
 ((-0.2931601863554239, -0.5269144869215284), -0.7431633666123405)
 ((-0.05753399514351959, -0.7434330727634166), inf)]","[((-0.5, 0.1), -0.9133488121466673)
 ((-0.24944965055462037, -0.22453739752576765), -2.5236238372720416)
 ((-0.59177357630671, -0.46787734463202857), -1.1979597266201285)
 ((-0.5298496120121169, -0.626197977039943), inf)]","[((-0.5, 0), -0.9133488121466664)
 ((-0.2494496505546201, -0.32453739752576743), -2.5236238372720416)
 ((-0.5917735763067097, -0.5678773446320283), -1.1979597266201285)
 ((-0.5298496120121166, -0.7261979770399427), inf)]"
